,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
87,87,2022-03-15 12:09:29,6668,39,Thiết bị điện tử,Đồng hồ thông minh,Đồng hồ thông minh Garmin,Đồng hồ thông minh Garmin Venu 2S,Garmin,5899000,Đồng hồ thông minh Garmin Venu 2S - Theo dõi sức khỏe và hoạt động.,4.5,551,11,5899000,64889000,87.0,,Đã hoàn trả,Thẻ ghi nợ,8867
88,88,2020-10-20 00:36:09,1202,2,Tiêu dùng nhanh,Đồ ăn nhanh,Mỳ tôm,Mỳ tôm hải sản,Instant Noodles,10000,Mỳ tôm hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,4.6,290,0,10000,0,88.0,88.0,Thành công,Thẻ tín dụng,8895
89,89,2022-06-22 01:45:43,4975,38,Điện thoại di động,Smartphone,Pixel,Pixel 6 Pro,Google,23990000,Google Pixel 6 Pro 128GB - Trải nghiệm Android hoàn hảo cùng Google.,2.5,850,1,23990000,23990000,89.0,89.0,Đã giao hàng,Mua hàng,8523
90,90,2018-12-03 14:19:41,8360,25,Tiêu dùng nhanh,Đồ ăn nhẹ,Kẹo,Kẹo caramen,Candy World,8000,Kẹo caramen Candy World - Vị ngọt dịu dàng và thơm ngon.,5.0,213,9,8000,72000,,,Thành công,Thanh toán,8673
91,91,2022-05-19 18:22:39,2689,129,Laptop và Máy tính,Laptop,MacBook,MacBook Pro,Apple,40990000,Apple MacBook Pro 13-inch - Máy tính xách tay mạnh mẽ cho công việc sáng tạo.,4.9,1616,1,40990000,40990000,91.0,91.0,Đã giao hàng,Mua hàng,8652
92,92,2022-08-10 20:33:11,9912,77,Sách,Sách tham khảo,Sách học ngoại ngữ,Tiếng Anh Giao Tiếp,Bách Khoa,68000,Sách học ngoại ngữ 'Tiếng Anh Giao Tiếp' - Giúp nâng cao khả năng giao tiếp tiếng Anh.,4.7,1150,0,68000,0,92.0,92.0,Đã giao hàng,Thẻ ghi nợ,8276
93,93,2019-07-09 16:21:34,8572,94,Đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,,125,0,8000,0,,93.0,Đang xử lý,Mua hàng,8305
94,94,2022-02-27 13:50:00,9113,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,1,12000,12000,94.0,94.0,Đã xác nhận,Thanh toán,8410
95,95,2020-06-08 12:52:39,4252,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,11,12000,132000,95.0,95.0,Đã giao hàng,Hoàn tiền,8251
96,96,2022-12-06 15:04:18,500,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,0,27990000,0,96.0,,Thành công,Thẻ tín dụng,8805
97,97,2021-07-12 08:23:31,1188,42,Thể thao và Dã ngoại,Gậy golf,Gậy golf nam,Gậy golf nam Callaway Epic Speed,Callaway,3499000,Gậy golf nam Callaway Epic Speed - Đánh bóng xa và chính xác.,,592,2,3499000,6998000,,97.0,Đang xử lý,Hoàn tiền,8956
98,98,2022-09-14 06:16:11,9932,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,1,45000,45000,98.0,,Đã giao hàng,Thẻ ghi nợ,8916
99,99,2022-08-07 13:53:53,5916,79,Rau củ,Củ,Khoai lang,Khoai lang sáp,Harvest Garden,18000,Khoai lang sáp Harvest Garden - Tươi ngon và giàu chất xơ.,4.5,766,0,18000,0,,,Đã giao hàng,Thẻ tín dụng,8736
100,100,2022-07-19 05:20:58,1117,27,Điện thoại di động,Smartphone,Galaxy,Galaxy S21,Samsung,17990000,Samsung Galaxy S21 128GB - Sự tiếp nối xuất sắc trong dòng Galaxy S.,4.7,1554,0,17990000,0,100.0,100.0,Thành công,Thanh toán trực tuyến,8979
101,101,2020-01-21 07:13:27,906,5,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,,1807,12,45000,540000,101.0,,Đã giao hàng,Mua hàng,8721
102,102,2022-05-11 20:31:19,7246,87,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,,1517,0,25000,0,,102.0,Thành công,Hoàn tiền,8177
103,103,2019-09-18 03:38:41,6548,59,Sách,Sách triết học,Triết lý sống,Điều Còn Lại Sau Khi Chết,NXB Văn Học,75000,Sách triết học 'Điều Còn Lại Sau Khi Chết' - Suy ngẫm về ý nghĩa cuộc sống và cái chết.,4.9,1798,2,75000,150000,103.0,,Thành công,Mua hàng,8238
104,104,2020-05-31 23:07:09,4647,118,Siêu thị,Thực phẩm tươi sống,Trứng,Trứng gà đồng,Free-range Eggs,25000,Trứng gà đồng Free-range Eggs - Tươi ngon và dinh dưỡng cao.,4.7,1085,1,25000,25000,,104.0,Thành công,Thanh toán,8265
105,105,2021-12-09 20:04:17,9725,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,15,15000,225000,105.0,,Đã hoàn trả,Mua hàng,8817
106,106,2016-03-21 11:02:09,7870,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,16,56490000,903840000,106.0,106.0,Đã hủy,Thanh toán,8201
107,107,2022-05-05 13:18:43,2494,7,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,344,0,45000,0,107.0,,Đã giao hàng,Thẻ tín dụng,8059
108,108,2022-02-18 15:47:56,4164,33,Điện gia dụng,Lò vi sóng,Lò vi sóng nướng,Lò vi sóng nướng Panasonic,Panasonic,3690000,Lò vi sóng nướng Panasonic - Nấu nướng tiện lợi.,4.6,99,0,3690000,0,108.0,,Đã tiếp nhận,Thanh toán,8015
109,109,2019-06-16 21:18:23,996,134,Quần áo,Áo khoác,Áo khoác nam,Áo khoác nam North Face,The North Face,1200000,Áo khoác nam The North Face - Chống nước và ấm áp.,4.9,509,10,1200000,12000000,,,Đã giao hàng,Thanh toán,8121
110,110,2022-05-12 03:44:48,3114,7,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,344,0,45000,0,110.0,110.0,Đã giao hàng,Thanh toán,8837
111,111,2022-12-24 17:12:09,7332,99,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao unisex,Giày thể thao unisex Converse Chuck Taylor,Converse,990000,Giày thể thao unisex Converse Chuck Taylor - Phong cách thời trang không lỗi mốt.,3.2,799,0,990000,0,111.0,,Thành công,Mua hàng,8651
112,112,2020-05-08 03:29:23,986,44,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,957,0,45000,0,112.0,112.0,Đã tiếp nhận,Hoàn tiền,8535
113,113,2022-12-30 17:17:58,5787,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,1,79000,79000,113.0,,Đã giao hàng,Thẻ ghi nợ,8435
114,114,2022-12-20 06:39:31,1148,68,Thương mại điện tử,Máy tính bảng,Samsung Tab,Samsung Galaxy Tab S7,Samsung,18000000,Samsung Galaxy Tab S7 - Màn hình AMOLED đẹp và bút S Pen tiện ích.,4.8,846,8,18000000,144000000,114.0,,Đã tiếp nhận,Thẻ tín dụng,8258
115,115,2020-03-04 12:11:56,1582,38,Điện thoại di động,Smartphone,Pixel,Pixel 6 Pro,Google,23990000,Google Pixel 6 Pro 128GB - Trải nghiệm Android hoàn hảo cùng Google.,2.5,850,0,23990000,0,115.0,,Đã giao hàng,Thanh toán,8046
116,116,2019-12-19 06:19:16,1494,131,Thể thao và Dã ngoại,Xe đạp đua,Xe đạp đua địa hình,Xe đạp đua địa hình Trek Procaliber,Trek,24990000,Xe đạp đua địa hình Trek Procaliber - Sự lựa chọn hàng đầu của những tay đua chuyên nghiệp.,4.9,423,4,24990000,99960000,116.0,116.0,Thành công,Thanh toán trực tuyến,8042
117,117,2020-10-28 15:54:42,543,113,Tiêu dùng nhanh,Đồ ăn nhanh,Pizza,Pizza phô mai,Pizza Express,65000,Pizza phô mai Pizza Express - Hương vị béo ngậy và thơm ngon.,3.0,1631,4,65000,260000,117.0,117.0,Đã hủy,Thẻ tín dụng,8921
118,118,2022-12-11 23:19:25,403,134,Quần áo,Áo khoác,Áo khoác nam,Áo khoác nam North Face,The North Face,1200000,Áo khoác nam The North Face - Chống nước và ấm áp.,4.9,509,2,1200000,2400000,118.0,118.0,Đã giao hàng,Thanh toán,8310
119,119,2018-11-09 10:33:09,6295,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,9,18000,162000,119.0,119.0,Thành công,Mua hàng,8814
120,120,2021-09-16 18:59:01,1919,77,Sách,Sách tham khảo,Sách học ngoại ngữ,Tiếng Anh Giao Tiếp,Bách Khoa,68000,Sách học ngoại ngữ 'Tiếng Anh Giao Tiếp' - Giúp nâng cao khả năng giao tiếp tiếng Anh.,4.7,1150,0,68000,0,,120.0,Đã hủy,Hoàn tiền,8211
121,121,2021-04-10 04:58:32,5548,130,Điện thoại di động,Smartphone,iPhone,iPhone 13 Pro,Apple,26990000,iPhone 13 Pro 128GB - Máy tính di động hàng đầu của Apple.,4.8,85,1,26990000,26990000,121.0,,Đã hoàn trả,Hoàn tiền,8108
122,122,2020-07-02 10:39:54,7350,134,Quần áo,Áo khoác,Áo khoác nam,Áo khoác nam North Face,The North Face,1200000,Áo khoác nam The North Face - Chống nước và ấm áp.,4.9,509,19,1200000,22800000,,,Đã tiếp nhận,Thẻ ghi nợ,8719
123,123,2022-01-11 00:55:39,495,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,2,120000,240000,,,Đã giao hàng,Thanh toán,8333
124,124,2019-03-18 13:59:14,5658,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,6,590000,3540000,124.0,,Đã giao hàng,Thẻ ghi nợ,8667
125,125,2022-05-22 11:50:14,6841,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,0,6990000,0,125.0,,Thành công,Thẻ tín dụng,8533
126,126,2022-01-12 03:42:48,8620,31,Thời trang Nam/Nữ,Đầm,Đầm nữ,Đầm nữ dự tiệc,H&M,790000,Đầm nữ dự tiệc H&M - Nổi bật và quyến rũ trong bất kỳ buổi tiệc nào.,4.6,1419,0,790000,0,126.0,,Đã hủy,Thanh toán,8336
127,127,2022-04-30 15:19:40,7402,71,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,3.1,1447,4,30000,120000,127.0,,Đã hủy,Thanh toán trực tuyến,8994
128,128,2021-03-20 16:36:20,1280,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,0,18000,0,128.0,128.0,Đang xử lý,Hoàn tiền,8258
129,129,2022-10-31 17:18:19,9400,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,0,15000,0,129.0,129.0,Đã hoàn trả,Thẻ tín dụng,8413
130,130,2021-02-12 21:05:38,9801,87,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,,1517,5,25000,125000,130.0,130.0,Đã giao hàng,Mua hàng,8704
131,131,2020-06-23 09:06:16,2185,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,0,15000,0,131.0,131.0,Thành công,Thẻ tín dụng,8052
132,132,2022-12-06 16:26:08,8940,68,Thương mại điện tử,Máy tính bảng,Samsung Tab,Samsung Galaxy Tab S7,Samsung,18000000,Samsung Galaxy Tab S7 - Màn hình AMOLED đẹp và bút S Pen tiện ích.,4.8,846,10,18000000,180000000,132.0,,Đã giao hàng,Mua hàng,8585
133,133,2022-03-09 23:08:17,1286,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,6,25000,150000,133.0,,Đã giao hàng,Thẻ ghi nợ,8524
134,134,2022-12-19 02:16:28,357,94,Đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,,125,17,8000,136000,134.0,134.0,Đang xử lý,Thẻ ghi nợ,8226
135,135,2022-12-20 18:22:18,9798,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,11,2799000,30789000,,,Đã hủy,Thanh toán,8692
136,136,2021-02-03 17:19:23,3093,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,8,80000,640000,136.0,,Đã xác nhận,Thanh toán trực tuyến,8263
137,137,2022-04-24 22:21:56,135,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,3,35000,105000,137.0,137.0,Đang xử lý,Hoàn tiền,8414
138,138,2022-01-20 10:50:28,8356,108,Thương mại điện tử,Điện thoại di động,Điện thoại Samsung,Samsung Galaxy S21,Samsung,25000000,Điện thoại Samsung Galaxy S21 - Màn hình AMOLED đẹp và camera chất lượng cao.,4.8,1591,0,25000000,0,,,Đã hủy,Thanh toán,8195
139,139,2022-12-14 10:53:14,90,138,Điện thoại di động,Smartphone,Galaxy,Galaxy Z Fold 3,Samsung,29990000,Samsung Galaxy Z Fold 3 256GB - Smartphone gập màn hình cao cấp.,4.9,1582,0,29990000,0,139.0,,Thành công,Thẻ ghi nợ,8765
140,140,2021-07-27 17:53:47,8896,146,Siêu thị đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,226,19,12000,228000,140.0,,Thành công,Thanh toán,8963
141,141,2022-12-12 10:54:10,8484,104,Sách,Sách kỹ năng sống,Sách quản lý thời gian,7 Nguyên Tắc Quản Lý Thời Gian,NXB Lao Động,98000,Sách quản lý thời gian '7 Nguyên Tắc Quản Lý Thời Gian' - Hướng dẫn sắp xếp thời gian hiệu quả.,4.6,1053,6,98000,588000,141.0,,Đang xử lý,Thanh toán,8135
142,142,2022-05-22 14:00:08,9605,35,Sách,Sách tiểu thuyết,Tiểu thuyết kinh dị,It,Stephen King,125000,Tiểu thuyết kinh dị 'It' của Stephen King - Cuốn sách kinh dị và căng thẳng.,4.7,544,1,125000,125000,142.0,,Đã hoàn trả,Mua hàng,8652
143,143,2014-02-20 12:04:31,6949,144,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Panasonic Lumix GH5,Panasonic,27990000,Máy quay phim 4K Panasonic Lumix GH5 - Quay phim chuyên nghiệp.,4.9,1232,0,27990000,0,143.0,143.0,Thành công,Thanh toán,8675
144,144,2022-12-10 00:14:10,300,23,Siêu thị đồ ăn,Đồ uống,Nước ép trái cây,Nước ép trái cây cam,Juice World,35000,Nước ép trái cây cam Juice World - Tươi mát và bổ dưỡng.,,1198,3,35000,105000,144.0,144.0,Đã hủy,Thanh toán,8476
145,145,2021-02-01 13:47:19,6105,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,5,80000,400000,145.0,,Thành công,Thẻ ghi nợ,8496
146,146,2021-10-22 11:57:54,6802,37,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ mũi nhọn,Jimmy Choo,7599000,Giày cao gót nữ mũi nhọn Jimmy Choo - Sự thanh lịch và quyến rũ.,,1738,0,7599000,0,146.0,,Đã giao hàng,Mua hàng,8879
147,147,2020-10-20 20:05:08,4704,105,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,,744,0,30000,0,,147.0,Đang xử lý,Thẻ tín dụng,8708
148,148,2021-05-22 01:13:14,5503,124,Quần áo,Áo sơ mi,Áo sơ mi nam,Áo sơ mi Uniqlo,Uniqlo,450000,Áo sơ mi Uniqlo - Thời trang và lịch sự.,,1168,0,450000,0,148.0,148.0,Đã xác nhận,Thanh toán trực tuyến,8412
149,149,2022-07-19 16:41:40,1497,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,1,70000,70000,149.0,149.0,Đã hoàn trả,Mua hàng,8027
150,150,2019-09-22 00:14:15,2551,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,11,78000,858000,150.0,,Đã giao hàng,Thẻ tín dụng,8192
151,151,2022-12-27 13:23:09,1460,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,0,690000,0,,151.0,Đã hoàn trả,Hoàn tiền,8548
152,152,2022-02-03 01:21:20,770,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,6,30000,180000,,152.0,Đã tiếp nhận,Thẻ ghi nợ,8759
153,153,2020-02-13 07:56:56,4347,71,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,3.1,1447,0,30000,0,153.0,153.0,Đã xác nhận,Thẻ tín dụng,8049
154,154,2022-09-30 16:42:02,1428,99,Giày dép và Phụ kiện,Giày thể thao,Giày thể thao unisex,Giày thể thao unisex Converse Chuck Taylor,Converse,990000,Giày thể thao unisex Converse Chuck Taylor - Phong cách thời trang không lỗi mốt.,3.2,799,0,990000,0,154.0,,Đang xử lý,Thẻ tín dụng,8510
155,155,2022-12-11 23:00:02,1903,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,0,78000,0,,,Thành công,Thẻ ghi nợ,8207
156,156,2020-07-11 09:30:50,4220,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,2,70000,140000,156.0,156.0,Đã hoàn trả,Hoàn tiền,8890
157,157,2022-05-05 12:09:37,8925,54,Rau củ,Rau,Cà chua,Cà chua đỏ,Farm Fresh,20000,Cà chua đỏ Farm Fresh - Tươi ngon và giàu vitamin C.,4.7,105,13,20000,260000,,157.0,Đã tiếp nhận,Thẻ ghi nợ,8106
158,158,2016-09-29 23:33:38,5683,68,Thương mại điện tử,Máy tính bảng,Samsung Tab,Samsung Galaxy Tab S7,Samsung,18000000,Samsung Galaxy Tab S7 - Màn hình AMOLED đẹp và bút S Pen tiện ích.,4.8,846,0,18000000,0,,158.0,Đã tiếp nhận,Thanh toán,8926
159,159,2022-12-03 04:21:04,3744,130,Điện thoại di động,Smartphone,iPhone,iPhone 13 Pro,Apple,26990000,iPhone 13 Pro 128GB - Máy tính di động hàng đầu của Apple.,4.8,85,0,26990000,0,159.0,,Đã tiếp nhận,Thanh toán,8134
160,160,2021-06-29 03:23:07,6680,143,Sách,Sách tham khảo,Sách khoa học,Nguyên Lý Cơ Học,Giáo Dục,135000,Sách khoa học 'Nguyên Lý Cơ Học' - Tổng quan về cơ học cơ bản.,4.8,649,3,135000,405000,,160.0,Đã hủy,Mua hàng,8855
161,161,2022-03-05 16:14:58,2438,105,Siêu thị,Đồ uống,Nước ép trái cây,Nước ép trái cây táo,Juice World,30000,Nước ép trái cây táo Juice World - Tươi mát và bổ dưỡng.,,744,0,30000,0,161.0,,Đang xử lý,Thanh toán,8504
162,162,2020-09-07 22:38:54,6024,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,0,15000,0,162.0,,Đã giao hàng,Thẻ tín dụng,8757
163,163,2022-12-25 00:47:58,7391,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,0,35000,0,,163.0,Đang xử lý,Hoàn tiền,8139
164,164,2022-02-09 16:49:52,3492,80,Tiêu dùng nhanh,Đồ ăn nhanh,Hamburger,Hamburger bò,Fast Food Co.,45000,Hamburger bò Fast Food Co. - Ăn nhanh và ngon miệng.,3.0,1513,1,45000,45000,164.0,,Đang xử lý,Mua hàng,8909
165,165,2020-06-13 16:42:47,4201,57,Sách,Sách tiểu thuyết,Tiểu thuyết khoa học viễn tưởng,Thế Giới Mới,Hội Nhà Văn,109000,Tiểu thuyết khoa học viễn tưởng 'Thế Giới Mới' - Cuốn sách gây cấn và đầy bất ngờ.,,721,0,109000,0,,165.0,Đang xử lý,Thẻ tín dụng,8577
